R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25
,,,,,,25048495349484952575165503 0:25:32 5:14:16,,25048495349484952575265533 20:38:37 5:17:16,,,,,,25048495349484952495650573 23:27:5 5:14:16,,25048495349484952575165503 0:6:10 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:25:44 5:14:16,,25048495349484952575265533 20:38:37 5:17:16,,,,,,25048495349484952495650573 23:27:5 5:14:16,,25048495349484952575165503 0:6:23 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:25:44 5:14:16,,25048495349484952575265533 20:38:38 5:17:16,,,,,,25048495349484952495650573 23:27:5 5:14:16,,25048495349484952565766563 0:6:39 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:25:57 5:14:16,,25048495349484952575265533 20:38:38 5:17:16,,,,,,25048495349484952495650573 23:27:7 5:14:16,,25048495349484952565766563 0:6:39 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:25:57 5:14:16,,25048495349484952575265533 20:38:39 5:17:16,,,,,,25048495349484952495650573 23:27:9 5:14:16,,25048495349484952565766563 0:6:41 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:26:5 5:14:16,,25048495349484952575265533 20:38:39 5:17:16,,,,,,25048495349484952495650573 23:27:9 5:14:16,,25048495349484952575165503 0:6:41 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:26:10 5:14:16,,25048495349484952575265533 20:38:39 5:17:16,,,,,,25048495349484952495650573 23:27:51 5:14:16,,25048495349484952565766563 0:6:44 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:26:22 5:14:16,,25048495349484952575265533 20:38:40 5:17:16,,,,,,25048495349484952495650573 23:27:52 5:14:16,,25048495349484952565766563 0:6:55 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:26:26 5:14:16,,25048495349484952575265533 20:38:44 5:17:16,,,,,,25048495349484952495650573 23:27:52 5:14:16,,25048495349484952565766563 0:7:10 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:26:27 5:14:16,,25048495349484952575265533 20:38:45 5:17:16,,,,,,25048495349484952495650573 23:28:45 5:14:16,,25048495349484952575165503 0:7:27 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:26:40 5:14:16,,25048495349484953484851483 8:28:11 5:18:16,,,,,,25048495349484952495650573 23:29:18 5:14:16,,25048495349484952575165503 0:7:37 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:26:53 5:14:16,,25048495349484953484851483 8:28:12 5:18:16,,,,,,25048495349484952495650573 23:29:18 5:14:16,,25048495349484952565766563 0:7:42 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:26:54 5:14:16,,25048495349484953484851483 8:28:12 5:18:16,,,,,,25048495349484952495650573 23:29:20 5:14:16,,25048495349484952565766563 0:7:50 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:27:1 5:14:16,,25048495349484953484851483 8:28:12 5:18:16,,,,,,25048495349484952495650573 23:43:8 5:14:16,,25048495349484952565766563 0:8:9 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:27:6 5:14:16,,,,,,,,25048495349484952495650573 23:49:53 5:14:16,,25048495349484952565766563 0:8:19 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:27:18 5:14:16,,,,,,,,25048495349484952495650573 23:49:53 5:14:16,,25048495349484952565766563 0:8:58 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:27:28 5:14:16,,,,,,,,25048495349484952485651573 1:16:20 5:15:16,,25048495349484952575165503 0:9:4 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:27:47 5:14:16,,,,,,,,25048495349484952485651573 1:16:21 5:15:16,,25048495349484952565766563 0:9:9 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:27:51 5:14:16,,,,,,,,25048495349484952485651573 1:16:34 5:15:16,,25048495349484952565766563 0:9:10 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:27:52 5:14:16,,,,,,,,25048495349484952495650573 4:37:44 5:15:16,,25048495349484952565766563 0:9:11 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:28:5 5:14:16,,,,,,,,25048495349484952495650573 4:37:44 5:15:16,,25048495349484952565766563 0:9:11 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:28:6 5:14:16,,,,,,,,25048495349484952485651573 4:40:53 5:15:16,,25048495349484952565766563 0:9:32 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:28:12 5:14:16,,,,,,,,25048495349484952485651573 4:40:53 5:15:16,,25048495349484952575165503 0:9:39 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:28:19 5:14:16,,,,,,,,25048495349484952485651573 4:40:54 5:15:16,,25048495349484952575165503 0:9:39 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:28:20 5:14:16,,,,,,,,25048495349484953514948493 9:4:31 5:15:16,,25048495349484952575165503 0:9:40 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:28:32 5:14:16,,,,,,,,25048495349484953514948493 9:4:31 5:15:16,,25048495349484952575165503 0:11:16 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:28:38 5:14:16,,,,,,,,New Recording Session,,25048495349484952575165503 0:11:24 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:28:45 5:14:16,,,,,,,,25048495349484953514948493 17:9:31 5:15:16,,25048495349484952575165503 0:11:51 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:28:54 5:14:16,,,,,,,,25048495349484953514948493 17:9:31 5:15:16,,25048495349484952575165503 0:11:58 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:28:57 5:14:16,,,,,,,,25048495349484952495650573 1:3:9 5:16:16,,25048495349484952575165503 0:12:27 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:29:4 5:14:16,,,,,,,,25048495349484952495650573 1:3:9 5:16:16,,25048495349484952575165503 0:12:34 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:29:8 5:14:16,,,,,,,,25048495349484952495650573 1:3:10 5:16:16,,25048495349484952575165503 0:13:59 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:29:11 5:14:16,,,,,,,,25048495349484952495650573 1:3:11 5:16:16,,25048495349484952575165503 0:14:5 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:29:13 5:14:16,,,,,,,,25048495349484952495650573 1:3:12 5:16:16,,25048495349484952575165503 0:14:24 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:29:14 5:14:16,,,,,,,,25048495349484952495650573 1:3:12 5:16:16,,25048495349484952575165503 0:14:24 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:29:27 5:14:16,,,,,,,,25048495349484952495650573 1:10:41 5:16:16,,25048495349484952575165503 0:14:28 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:29:33 5:14:16,,,,,,,,25048495349484952495650573 1:10:42 5:16:16,,25048495349484952575165503 0:14:37 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:29:39 5:14:16,,,,,,,,25048495349484952495650573 1:10:42 5:16:16,,25048495349484952575165503 0:14:43 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:29:55 5:14:16,,,,,,,,25048495349484952495650573 1:10:42 5:16:16,,25048495349484952575165503 0:15:54 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:29:58 5:14:16,,,,,,,,25048495349484952485651573 1:15:20 5:16:16,,25048495349484952575165503 0:16:1 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:30:9 5:14:16,,,,,,,,25048495349484952485651573 1:15:21 5:16:16,,25048495349484952575165503 0:16:31 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:30:19 5:14:16,,,,,,,,25048495349484952485651573 1:15:24 5:16:16,,25048495349484952575165503 0:16:38 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:30:29 5:14:16,,,,,,,,25048495349484952485651573 1:15:25 5:16:16,,25048495349484952575165503 0:17:6 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:30:36 5:14:16,,,,,,,,25048495349484952485651573 1:15:41 5:16:16,,25048495349484952575165503 0:17:12 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:30:55 5:14:16,,,,,,,,25048495349484952485651573 1:15:42 5:16:16,,25048495349484952575165503 0:17:54 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:31:6 5:14:16,,,,,,,,25048495349484952495650573 1:16:4 5:16:16,,25048495349484952575165503 0:17:59 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:31:29 5:14:16,,,,,,,,25048495349484952495650573 1:16:6 5:16:16,,25048495349484952575165503 0:18:27 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:31:36 5:14:16,,,,,,,,25048495349484952495650573 1:16:44 5:16:16,,25048495349484952575165503 0:18:33 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:31:37 5:14:16,,,,,,,,25048495349484952495650573 1:17:17 5:16:16,,25048495349484952575165503 0:19:3 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:31:49 5:14:16,,,,,,,,25048495349484952495650573 1:17:17 5:16:16,,25048495349484952575165503 0:19:10 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:31:53 5:14:16,,,,,,,,25048495349484952485651573 1:18:50 5:16:16,,25048495349484952575165503 0:19:24 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:31:54 5:14:16,,,,,,,,25048495349484952485651573 1:58:38 5:16:16,,25048495349484952575165503 0:19:30 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:31:57 5:14:16,,,,,,,,25048495349484952485651573 1:58:38 5:16:16,,25048495349484952575165503 0:20:2 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:32:7 5:14:16,,,,,,,,25048495349484952485651573 1:58:40 5:16:16,,25048495349484952575165503 0:20:28 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:32:15 5:14:16,,,,,,,,25048495349484952485651573 1:58:40 5:16:16,,25048495349484952575165503 0:21:11 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:32:28 5:14:16,,,,,,,,25048495349484952485651573 1:59:3 5:16:16,,25048495349484952575165503 0:21:31 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:32:37 5:14:16,,,,,,,,25048495349484952485651573 2:6:40 5:16:16,,25048495349484952575165503 0:21:43 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:32:42 5:14:16,,,,,,,,25048495349484952485651573 2:6:41 5:16:16,,25048495349484952575165503 0:22:9 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:32:50 5:14:16,,,,,,,,25048495349484952485651573 2:7:38 5:16:16,,25048495349484952575165503 0:22:14 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:32:50 5:14:16,,,,,,,,25048495349484952485651573 2:7:38 5:16:16,,25048495349484952575165503 0:22:36 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:33:3 5:14:16,,,,,,,,25048495349484952485651573 2:7:56 5:16:16,,25048495349484952575165503 0:23:2 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:33:12 5:14:16,,,,,,,,25048495349484952485651573 2:8:44 5:16:16,,25048495349484952575165503 0:39:57 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:33:17 5:14:16,,,,,,,,25048495349484952485651573 2:9:5 5:16:16,,25048495349484952575165503 0:43:54 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:33:20 5:14:16,,,,,,,,25048495349484952485651573 2:9:5 5:16:16,,25048495349484952565766563 1:2:26 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:33:33 5:14:16,,,,,,,,25048495349484952485651573 2:9:56 5:16:16,,25048495349484952565766563 1:4:6 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:33:47 5:14:16,,,,,,,,25048495349484952485651573 2:10:11 5:16:16,,25048495349484952565766563 1:4:19 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:33:56 5:14:16,,,,,,,,25048495349484952485651573 2:10:12 5:16:16,,25048495349484952565766563 1:4:20 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:34:0 5:14:16,,,,,,,,25048495349484952485651573 2:10:12 5:16:16,,25048495349484952565766563 1:4:21 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:34:2 5:14:16,,,,,,,,25048495349484952485651573 2:10:13 5:16:16,,25048495349484952565766563 1:4:45 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:34:17 5:14:16,,,,,,,,25048495349484952485651573 2:10:13 5:16:16,,25048495349484952565766563 1:4:58 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:34:26 5:14:16,,,,,,,,25048495349484952485651573 2:10:14 5:16:16,,25048495349484952565766563 1:4:59 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:34:35 5:14:16,,,,,,,,25048495349484952485651573 2:10:58 5:16:16,,25048495349484952565766563 1:4:59 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:34:39 5:14:16,,,,,,,,25048495349484952485651573 2:11:20 5:16:16,,25048495349484952565766563 1:5:0 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:34:52 5:14:16,,,,,,,,25048495349484952485651573 2:12:5 5:16:16,,25048495349484952565766563 1:5:0 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:34:56 5:14:16,,,,,,,,25048495349484952485651573 2:12:19 5:16:16,,25048495349484952565766563 1:5:1 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:35:9 5:14:16,,,,,,,,25048495349484952485651573 2:12:57 5:16:16,,25048495349484952565766563 1:5:43 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:35:20 5:14:16,,,,,,,,25048495349484952485651573 2:13:22 5:16:16,,25048495349484952565766563 1:5:43 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:35:43 5:14:16,,,,,,,,25048495349484952485651573 2:13:22 5:16:16,,25048495349484952565766563 1:5:56 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:36:7 5:14:16,,,,,,,,25048495349484952485651573 2:13:28 5:16:16,,25048495349484952565766563 1:5:57 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:36:13 5:14:16,,,,,,,,25048495349484952485651573 2:13:28 5:16:16,,25048495349484952565766563 1:5:59 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:36:14 5:14:16,,,,,,,,25048495349484952485651573 2:14:3 5:16:16,,25048495349484952565766563 1:5:59 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:37:0 5:14:16,,,,,,,,25048495349484952485651573 2:14:26 5:16:16,,25048495349484952565766563 1:6:13 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:37:26 5:14:16,,,,,,,,25048495349484952485651573 2:14:26 5:16:16,,25048495349484952565766563 1:6:28 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:37:46 5:14:16,,,,,,,,25048495349484952485651573 2:14:30 5:16:16,,25048495349484952565766563 1:6:29 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:37:46 5:14:16,,,,,,,,25048495349484952485651573 2:14:30 5:16:16,,25048495349484952565766563 1:6:30 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:38:10 5:14:16,,,,,,,,25048495349484952485651573 2:15:28 5:16:16,,25048495349484952565766563 1:6:30 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:38:23 5:14:16,,,,,,,,25048495349484952485651573 2:16:2 5:16:16,,25048495349484952565766563 1:6:53 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:38:23 5:14:16,,,,,,,,25048495349484952485651573 2:16:18 5:16:16,,25048495349484952565766563 1:7:2 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:38:25 5:14:16,,,,,,,,25048495349484952485651573 2:16:49 5:16:16,,25048495349484952565766563 1:7:2 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:38:51 5:14:16,,,,,,,,25048495349484952485651573 2:17:5 5:16:16,,25048495349484952565766563 1:7:3 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:43:5 5:14:16,,,,,,,,25048495349484952485651573 2:17:36 5:16:16,,25048495349484952565766563 1:7:4 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:43:5 5:14:16,,,,,,,,25048495349484952485651573 2:17:55 5:16:16,,25048495349484952565766563 1:7:13 5:13:16,,,,,,,,
,,,,,,25048495349484952575165503 0:43:6 5:14:16,,,,,,,,25048495349484952485651573 2:18:26 5:16:16,,25048495349484952565766563 1:27:32 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:43:8 5:14:16,,,,,,,,25048495349484952485651573 2:18:49 5:16:16,,25048495349484952565766563 1:27:34 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:43:21 5:14:16,,,,,,,,25048495349484952485651573 2:19:19 5:16:16,,25048495349484952565766563 1:27:34 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:43:30 5:14:16,,,,,,,,25048495349484952485651573 2:19:36 5:16:16,,25048495349484952565766563 1:27:40 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:43:31 5:14:16,,,,,,,,25048495349484952485651573 2:20:16 5:16:16,,25048495349484952565766563 1:27:46 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:43:52 5:14:16,,,,,,,,25048495349484952485651573 2:20:38 5:16:16,,25048495349484952565766563 1:29:30 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:44:0 5:14:16,,,,,,,,25048495349484952485651573 2:21:3 5:16:16,,25048495349484952575165503 1:29:48 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:44:1 5:14:16,,,,,,,,25048495349484952485651573 2:21:19 5:16:16,,25048495349484952565766563 1:30:13 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:44:24 5:14:16,,,,,,,,25048495349484952485651573 2:21:53 5:16:16,,25048495349484952575165503 1:39:8 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:44:31 5:14:16,,,,,,,,25048495349484952485651573 2:22:11 5:16:16,,25048495349484952575165503 1:39:37 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:44:54 5:14:16,,,,,,,,25048495349484952485651573 2:22:38 5:16:16,,25048495349484952575165503 1:39:46 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:45:1 5:14:16,,,,,,,,25048495349484952485651573 2:22:53 5:16:16,,25048495349484952575165503 1:40:22 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:45:30 5:14:16,,,,,,,,25048495349484952485651573 2:23:19 5:16:16,,25048495349484952575165503 1:40:29 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:45:35 5:14:16,,,,,,,,25048495349484952485651573 2:23:59 5:16:16,,25048495349484952575165503 1:41:5 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:46:1 5:14:16,,,,,,,,25048495349484952485651573 2:25:5 5:16:16,,25048495349484952575165503 1:41:12 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:46:9 5:14:16,,,,,,,,25048495349484952485651573 2:25:33 5:16:16,,25048495349484952575165503 1:41:46 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:46:30 5:14:16,,,,,,,,25048495349484952485651573 2:25:46 5:16:16,,25048495349484952575165503 1:41:52 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:46:38 5:14:16,,,,,,,,25048495349484952485651573 2:25:47 5:16:16,,25048495349484952575165503 1:43:27 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:46:38 5:14:16,,,,,,,,25048495349484952485651573 2:25:47 5:16:16,,25048495349484952575165503 1:43:33 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:47:8 5:14:16,,,,,,,,25048495349484952485651573 2:25:48 5:16:16,,25048495349484952575165503 1:43:57 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:47:49 5:14:16,,,,,,,,25048495349484952485651573 2:25:55 5:16:16,,25048495349484952575165503 1:44:2 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:47:55 5:14:16,,,,,,,,25048495349484952485651573 2:26:27 5:16:16,,25048495349484952565766563 1:44:52 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:48:26 5:14:16,,,,,,,,25048495349484952495650573 2:27:35 5:16:16,,25048495349484952565766563 1:44:53 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:48:35 5:14:16,,,,,,,,25048495349484952495650573 2:27:36 5:16:16,,25048495349484952565766563 1:44:53 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:48:36 5:14:16,,,,,,,,25048495349484952495650573 2:27:54 5:16:16,,25048495349484952565766563 1:44:53 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:49:34 5:14:16,,,,,,,,25048495349484952485651573 2:30:55 5:16:16,,25048495349484952575165503 1:45:17 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:50:16 5:14:16,,,,,,,,25048495349484952485651573 2:31:14 5:16:16,,25048495349484952575165503 1:45:22 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:50:29 5:14:16,,,,,,,,25048495349484952485651573 2:37:50 5:16:16,,25048495349484952575165503 1:46:49 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:50:29 5:14:16,,,,,,,,25048495349484952485651573 2:38:3 5:16:16,,25048495349484952575165503 1:46:55 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:51:1 5:14:16,,,,,,,,25048495349484952495650573 4:23:46 5:16:16,,25048495349484952575165503 1:48:13 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:51:10 5:14:16,,,,,,,,25048495349484952495650573 4:24:2 5:16:16,,25048495349484952575165503 1:48:19 5:13:16,,,,,,,,
,,,,,,25048495349484952565766563 0:51:11 5:14:16,,,,,,,,25048495349484953514948493 8:39:17 5:16:16,,25048495349484952575165503 1:48:44 5:13:16,,,,,,,,
