R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32
25048495349484953514948493 8:36:46 11:27:17,25048495349484953495350533 3:34:7 11:20:17,,25048495349484952525555543 17:27:13 11:23:17,25048495349484953535654563 4:59:25 11:28:17,25048495349484953514948493 8:48:44 11:25:17,,25048495349484953525055503 17:31:24 11:14:17,,25048495349484952525555543 19:24:57 11:21:17,25048495349484952525655573 0:50:35 11:30:17,,25048495349484952535154503 22:24:26 11:22:17,25048495349484953525055503 21:54:53 11:27:17,24848484848515352655770693 9:19:55 11:22:17,,25048495349484953525355533 1:36:2 11:19:17,,25048495349484953485051503 1:39:58 1:2:0,25048495349484953514948493 9:5:11 11:24:17,25048495349484952525555543 19:6:21 11:21:17,25048495349484953525055503 22:42:29 11:15:17,25048495349484953504849483 20:35:18 11:20:17,25048495349484953485751573 2:36:11 11:21:17,25048495349484952535154503 22:0:28 11:21:17,25048495349484953495650563 22:54:28 11:28:17,24848484848514954685467513 11:52:25 11:19:17,,,25048495349484953485651563 2:53:15 1:1:0,25048495349484952535154503 18:47:42 11:19:17,25048495349484953485651563 4:53:46 11:24:17
25048495349484953514948493 8:36:47 11:27:17,25048495349484953495350533 3:34:8 11:20:17,,25048495349484952525555543 18:42:27 11:23:17,25048495349484953535654563 4:59:25 11:28:17,25048495349484953514948493 8:48:45 11:25:17,,25048495349484953525055503 17:31:24 11:14:17,,25048495349484953485751573 19:29:10 11:21:17,25048495349484952525655573 0:50:35 11:30:17,,25048495349484952535154503 23:17:17 11:22:17,25048495349484953495650563 23:54:53 11:27:17,New Recording Session,,25048495349484953525355533 1:36:14 11:19:17,,25048495349484953485051503 1:39:59 1:2:0,New Recording Session,25048495349484953485751573 19:13:1 11:21:17,25048495349484953525055503 22:42:30 11:15:17,25048495349484953504849483 20:35:18 11:20:17,25048495349484953485751573 2:36:11 11:21:17,25048495349484952535154503 22:0:33 11:21:17,25048495349484953495650563 22:54:29 11:28:17,24848484848514954685467513 11:52:26 11:19:17,,,25048495349484953485651563 2:53:15 1:1:0,25048495349484952535154503 18:47:42 11:19:17,25048495349484953485651563 4:55:18 11:24:17
25048495349484953514948493 8:36:47 11:27:17,25048495349484953495350533 3:34:9 11:20:17,,25048495349484952525555543 18:42:27 11:23:17,25048495349484953535654563 4:59:26 11:28:17,New Recording Session,,25048495349484953525755573 17:39:55 11:14:17,,25048495349484953485751573 19:29:10 11:21:17,25048495349484952525655573 0:50:36 11:30:17,,25048495349484953495650563 23:39:6 11:22:17,25048495349484953495650563 23:54:54 11:27:17,New Recording Session,,25048495349484953535454543 1:36:48 11:19:17,,25048495349484953485051503 1:40:59 1:2:0,00000000000000 16:46:30 11:24:17,25048495349484953485751573 19:13:7 11:21:17,25048495349484953525055503 22:42:30 11:15:17,25048495349484953504849483 20:35:18 11:20:17,25048495349484953485751573 2:36:11 11:21:17,25048495349484952535154503 22:0:34 11:21:17,25048495349484952535154503 2:17:48 11:29:17,24848484848514954685467513 11:52:26 11:19:17,,,25048495349484953485651563 2:55:5 1:1:0,25048495349484952535154503 18:47:42 11:19:17,24848484848514954685467513 8:59:38 11:24:17
New Recording Session,25048495349484953495350533 3:34:9 11:20:17,,25048495349484952525255533 1:28:27 11:24:17,25048495349484953535654563 4:59:26 11:28:17,New Recording Session,,25048495349484953525755573 17:39:56 11:14:17,,25048495349484953485751573 1:0:59 11:22:17,25048495349484952525655573 0:50:36 11:30:17,,25048495349484953525055503 23:54:12 11:22:17,24848484848514954685467513 9:37:9 11:28:17,New Recording Session,,25048495349484953535454543 1:36:57 11:19:17,,25048495349484953485051503 2:4:45 1:2:0,25048495349484953514948493 16:46:43 11:24:17,25048495349484953485751573 19:20:4 11:21:17,25048495349484953525055503 22:42:31 11:15:17,25048495349484953504849483 20:35:19 11:20:17,25048495349484953485751573 2:42:42 11:21:17,25048495349484952535154503 22:33:55 11:21:17,25048495349484952535154503 2:17:48 11:29:17,24848484848514954685467513 11:52:26 11:19:17,,,25048495349484953485651563 2:55:7 1:1:0,25048495349484952535154503 18:47:43 11:19:17,24848484848514954685467513 8:59:39 11:24:17
New Recording Session,24848484848515352655770693 12:3:42 11:20:17,,25048495349484952525255533 1:28:27 11:24:17,25048495349484953535654563 4:59:27 11:28:17,New Recording Session,,25048495349484953525755573 17:39:56 11:14:17,,New Recording Session,25048495349484952525655573 0:50:36 11:30:17,,25048495349484953525055503 0:9:11 11:23:17,24848484848514954685467513 9:37:9 11:28:17,25048495349484953514948493 16:14:30 11:22:17,,25048495349484953535454543 1:38:23 11:19:17,,25048495349484953485051503 8:3:51 1:2:0,25048495349484953535454543 17:26:43 11:24:17,25048495349484953485751573 19:20:5 11:21:17,25048495349484953525055503 22:42:31 11:15:17,25048495349484953504849483 20:35:20 11:20:17,25048495349484952525555543 3:2:54 11:21:17,25048495349484952535154503 22:33:55 11:21:17,25048495349484952535154503 2:17:49 11:29:17,24848484848514954685467513 11:52:27 11:19:17,,,25048495349484953485651563 2:55:8 1:1:0,25048495349484952535154503 18:47:43 11:19:17,New Recording Session
25048495349484953514948493 15:54:35 11:27:17,24848484848515352655770693 12:3:42 11:20:17,,25048495349484952525255533 1:28:28 11:24:17,25048495349484953535654563 4:59:27 11:28:17,25048495349484953514948493 16:0:51 11:25:17,,25048495349484953525755573 17:39:56 11:14:17,,New Recording Session,25048495349484952525655573 0:50:37 11:30:17,,25048495349484953485651563 0:58:52 11:23:17,24848484848514954685467513 9:37:9 11:28:17,25048495349484953514948493 16:14:32 11:22:17,,25048495349484953535454543 1:38:52 11:19:17,,25048495349484953485051503 8:3:51 1:2:0,25048495349484953525355533 20:29:58 11:24:17,25048495349484953485751573 19:20:9 11:21:17,25048495349484953525055503 22:42:31 11:15:17,25048495349484953504849483 20:35:22 11:20:17,25048495349484952525555543 3:2:55 11:21:17,25048495349484953485651563 22:57:52 11:21:17,25048495349484952535154503 2:17:50 11:29:17,New Recording Session,,,25048495349484953485651563 2:55:14 1:1:0,25048495349484952535154503 18:48:15 11:19:17,24848484848514954685467513 16:47:7 11:24:17
25048495349484953535154513 23:18:13 11:27:17,24848484848515352655770693 12:3:42 11:20:17,,25048495349484953485751573 1:36:23 11:24:17,25048495349484953535654563 4:59:27 11:28:17,25048495349484953514948493 16:0:52 11:25:17,,25048495349484953525755573 17:39:57 11:14:17,,New Recording Session,25048495349484952525655573 0:50:37 11:30:17,,25048495349484953485651563 0:58:53 11:23:17,New Recording Session,25048495349484953495350533 18:11:10 11:22:17,,25048495349484953535454543 1:39:0 11:19:17,,25048495349484953485051503 8:3:54 1:2:0,25048495349484953525355533 20:31:21 11:24:17,25048495349484953495750573 20:24:28 11:21:17,25048495349484953525055503 22:42:32 11:15:17,25048495349484953504849483 20:35:28 11:20:17,25048495349484952525555543 3:2:55 11:21:17,25048495349484953524955493 1:21:58 11:22:17,25048495349484952535154503 2:17:50 11:29:17,24848484848514954685467513 11:52:47 11:19:17,,,25048495349484953485651563 2:55:14 1:1:0,25048495349484952535154503 19:1:5 11:19:17,24848484848514954685467513 16:47:7 11:24:17
25048495349484953535154513 23:18:13 11:27:17,24848484848515352655770693 12:3:43 11:20:17,,25048495349484953485751573 1:37:6 11:24:17,25048495349484953535654563 4:59:28 11:28:17,25048495349484953535154513 17:13:21 11:25:17,,25048495349484953525755573 17:39:57 11:14:17,,New Recording Session,25048495349484952525655573 0:50:38 11:30:17,,25048495349484952535154503 1:15:48 11:23:17,24848484848514954685467513 16:20:10 11:28:17,25048495349484953495350533 18:11:38 11:22:17,,25048495349484953535454543 1:39:52 11:19:17,,25048495349484953485051503 8:3:58 1:2:0,25048495349484953525355533 20:32:28 11:24:17,25048495349484953495750573 20:24:28 11:21:17,25048495349484953525055503 22:42:32 11:15:17,25048495349484953504849483 20:35:29 11:20:17,25048495349484952525555543 3:2:56 11:21:17,25048495349484953524955493 1:21:58 11:22:17,25048495349484952535154503 2:17:51 11:29:17,24848484848514954685467513 11:52:47 11:19:17,,,25048495349484953485651563 2:55:20 1:1:0,25048495349484952535154503 19:1:43 11:19:17,25048495349484953485651563 17:37:8 11:24:17
25048495349484953535154513 23:18:14 11:27:17,24848484848515352655770693 12:3:43 11:20:17,,25048495349484953485751573 1:51:14 11:24:17,25048495349484953535654563 4:59:57 11:28:17,25048495349484953535154513 17:13:21 11:25:17,,25048495349484953525755573 17:39:57 11:14:17,,25048495349484953514948493 16:51:35 11:22:17,25048495349484952525655573 0:50:38 11:30:17,,25048495349484952535154503 1:15:52 11:23:17,24848484848514954685467513 16:20:10 11:28:17,25048495349484953495350533 18:11:39 11:22:17,,25048495349484953535454543 1:40:15 11:19:17,,25048495349484953485051503 8:9:26 1:2:0,25048495349484953525355533 20:32:55 11:24:17,25048495349484953495750573 20:24:32 11:21:17,25048495349484953525055503 22:42:33 11:15:17,25048495349484953504849483 20:36:13 11:20:17,25048495349484952525555543 3:2:57 11:21:17,25048495349484953524955493 1:22:56 11:22:17,25048495349484952535154503 2:18:15 11:29:17,24848484848514954685467513 11:52:48 11:19:17,,,25048495349484953485651563 2:55:20 1:1:0,25048495349484952535154503 19:1:50 11:19:17,25048495349484953485651563 17:37:8 11:24:17
25048495349484953535154513 23:18:14 11:27:17,24848484848515352655770693 12:3:44 11:20:17,,25048495349484952525555543 1:53:54 11:24:17,25048495349484953535654563 4:59:57 11:28:17,25048495349484953535154513 17:13:37 11:25:17,,25048495349484953525755573 17:40:3 11:14:17,,25048495349484953514948493 16:51:35 11:22:17,25048495349484952525655573 0:50:39 11:30:17,,25048495349484953524955493 1:34:17 11:23:17,24848484848514954685467513 8:27:24 11:29:17,25048495349484953495350533 18:11:39 11:22:17,,25048495349484953535454543 1:40:32 11:19:17,,25048495349484953485051503 8:50:33 1:2:0,25048495349484953525355533 20:33:23 11:24:17,25048495349484952525555543 1:22:8 11:22:17,25048495349484953525055503 22:42:33 11:15:17,25048495349484953504849483 23:43:29 11:20:17,25048495349484952525555543 3:2:58 11:21:17,25048495349484953485651563 1:37:36 11:22:17,25048495349484952535154503 2:18:15 11:29:17,24848484848514954685467513 11:52:48 11:19:17,,,25048495349484953485651563 2:55:20 1:1:0,25048495349484952535154503 19:1:50 11:19:17,25048495349484953485651563 17:37:8 11:24:17
25048495349484953535154513 23:18:14 11:27:17,24848484848515352655770693 12:3:44 11:20:17,,25048495349484952525555543 1:53:57 11:24:17,25048495349484953535654563 4:59:59 11:28:17,25048495349484953495350533 17:22:59 11:25:17,,25048495349484953525055503 19:2:32 11:14:17,,25048495349484953485751573 20:4:59 11:22:17,25048495349484952525655573 0:50:39 11:30:17,,25048495349484952535154503 1:49:21 11:23:17,24848484848514954685467513 8:27:24 11:29:17,25048495349484953535154513 18:12:47 11:22:17,,25048495349484953535454543 1:41:31 11:19:17,,25048495349484953485051503 8:59:43 1:2:0,25048495349484953525355533 20:33:48 11:24:17,25048495349484952525555543 1:22:11 11:22:17,24848484848515352655770693 6:41:53 11:16:17,25048495349484953504849483 23:44:27 11:20:17,25048495349484952525555543 3:2:58 11:21:17,25048495349484952535154503 1:49:17 11:22:17,25048495349484952535154503 2:18:35 11:29:17,24848484848514954685467513 11:52:48 11:19:17,,,25048495349484953485651563 2:55:21 1:1:0,25048495349484952535154503 19:1:51 11:19:17,25048495349484953485651563 17:37:9 11:24:17
25048495349484953535154513 23:18:16 11:27:17,24848484848515352655770693 12:3:44 11:20:17,,25048495349484952525555543 2:31:51 11:24:17,25048495349484953535654563 4:59:59 11:28:17,25048495349484953535154513 18:16:26 11:25:17,,25048495349484953525055503 19:2:33 11:14:17,,25048495349484953485751573 20:4:59 11:22:17,25048495349484952525655573 0:50:40 11:30:17,,25048495349484952535154503 1:49:21 11:23:17,New Recording Session,25048495349484953535154513 0:46:7 11:23:17,,25048495349484953535454543 1:41:39 11:19:17,,25048495349484953485051503 8:59:44 1:2:0,25048495349484953525355533 20:34:33 11:24:17,25048495349484953485751573 1:34:27 11:22:17,24848484848515352655770693 6:41:54 11:16:17,25048495349484953504849483 23:44:29 11:20:17,25048495349484952525555543 3:2:59 11:21:17,25048495349484952535154503 1:49:30 11:22:17,25048495349484952535154503 2:18:36 11:29:17,24848484848514954685467513 11:52:49 11:19:17,,,25048495349484953485651563 2:55:53 1:1:0,25048495349484952535154503 19:1:52 11:19:17,25048495349484953485651563 17:37:10 11:24:17
25048495349484953535154513 23:18:16 11:27:17,New Recording Session,,25048495349484952525555543 2:32:18 11:24:17,25048495349484953535654563 4:59:59 11:28:17,25048495349484953495350533 19:21:17 11:25:17,,25048495349484953525055503 19:2:33 11:14:17,,25048495349484953485751573 0:2:2 11:23:17,25048495349484952525655573 0:50:41 11:30:17,,25048495349484952535154503 2:3:36 11:23:17,New Recording Session,25048495349484953495350533 4:37:16 11:23:17,,25048495349484953535454543 1:42:26 11:19:17,,25048495349484953485051503 9:10:30 1:2:0,25048495349484953525355533 20:36:38 11:24:17,24848484848515352655770693 9:47:20 11:22:17,24848484848515352655770693 6:41:54 11:16:17,25048495349484953504849483 23:45:40 11:20:17,25048495349484952525555543 3:3:0 11:21:17,25048495349484952535154503 1:49:30 11:22:17,25048495349484952535154503 2:18:36 11:29:17,New Recording Session,,,25048495349484953485651563 2:55:54 1:1:0,25048495349484952535154503 19:1:52 11:19:17,25048495349484953485651563 17:37:10 11:24:17
25048495349484953535154513 23:18:17 11:27:17,24848484848515352655770693 16:27:50 11:20:17,,24848484848514954685467513 9:13:30 11:24:17,25048495349484953535654563 5:0:0 11:28:17,25048495349484953495350533 21:25:4 11:25:17,,25048495349484953525055503 19:2:34 11:14:17,,25048495349484953485751573 0:2:2 11:23:17,25048495349484952525655573 0:50:41 11:30:17,,25048495349484952535154503 2:33:18 11:23:17,24848484848514954685467513 16:20:56 11:29:17,25048495349484953495350533 4:39:46 11:23:17,,25048495349484953535454543 1:42:35 11:19:17,,25048495349484953485051503 9:55:58 1:2:0,25048495349484953525355533 20:36:46 11:24:17,24848484848515352655770693 9:47:23 11:22:17,New Recording Session,25048495349484953504849483 23:45:43 11:20:17,25048495349484952525555543 3:3:0 11:21:17,25048495349484953525055503 3:32:44 11:22:17,24848484848514954685467513 8:17:3 11:29:17,24848484848514954685467513 16:17:52 11:19:17,,,25048495349484953485651563 2:55:55 1:1:0,25048495349484952535154503 19:2:28 11:19:17,25048495349484953485651563 17:37:12 11:24:17
25048495349484953495350533 23:18:43 11:27:17,24848484848515352655770693 16:27:50 11:20:17,,24848484848514954685467513 9:13:31 11:24:17,25048495349484953535654563 5:0:0 11:28:17,25048495349484953495350533 0:29:24 11:26:17,,25048495349484953525055503 19:2:34 11:14:17,,24848484848514954685467513 9:13:28 11:23:17,25048495349484952525655573 0:50:42 11:30:17,,25048495349484953495650563 3:1:6 11:23:17,24848484848514954685467513 16:20:56 11:29:17,24848484848515352655770693 8:48:25 11:23:17,,25048495349484953535454543 1:43:19 11:19:17,,25048495349484953485051503 9:56:38 1:2:0,25048495349484953525355533 20:37:32 11:24:17,24848484848515352655770693 9:47:23 11:22:17,New Recording Session,25048495349484953504849483 23:45:43 11:20:17,25048495349484952525555543 3:3:1 11:21:17,25048495349484953525055503 3:32:49 11:22:17,24848484848514954685467513 8:17:3 11:29:17,24848484848514954685467513 16:17:52 11:19:17,,,25048495349484953485651563 2:55:55 1:1:0,25048495349484952535154503 19:2:33 11:19:17,25048495349484953485651563 17:37:12 11:24:17
25048495349484953495350533 23:18:43 11:27:17,24848484848515352655770693 16:27:50 11:20:17,,24848484848514954685467513 9:13:31 11:24:17,25048495349484953535654563 5:0:0 11:28:17,25048495349484953495350533 0:50:42 11:26:17,,25048495349484953525055503 19:2:45 11:14:17,,24848484848514954685467513 9:13:30 11:23:17,25048495349484952525655573 0:50:42 11:30:17,,25048495349484952535154503 3:1:39 11:23:17,25048495349484953495650563 23:56:48 11:30:17,24848484848515352655770693 8:48:25 11:23:17,,25048495349484953535454543 1:43:28 11:19:17,,25048495349484953485051503 10:4:9 1:2:0,25048495349484953525355533 20:38:26 11:24:17,New Recording Session,24848484848515352655770693 16:31:45 11:16:17,25048495349484953504849483 2:56:25 11:21:17,25048495349484952525555543 3:28:38 11:21:17,25048495349484953525055503 3:32:49 11:22:17,24848484848514954685467513 8:17:3 11:29:17,24848484848514954685467513 16:17:53 11:19:17,,,25048495349484953485651563 2:55:56 1:1:0,25048495349484952535154503 19:3:11 11:19:17,25048495349484953485651563 17:38:44 11:24:17
25048495349484953495350533 23:18:44 11:27:17,24848484848515352655770693 16:27:51 11:20:17,,New Recording Session,25048495349484953535654563 5:0:1 11:28:17,25048495349484953495350533 0:59:1 11:26:17,,25048495349484953495650563 20:37:36 11:14:17,,24848484848514954685467513 9:13:34 11:23:17,25048495349484952525655573 0:50:44 11:30:17,,25048495349484952535154503 3:27:58 11:23:17,24848484848514954685467513 8:42:24 12:1:17,New Recording Session,,25048495349484953525355533 1:43:42 11:19:17,,25048495349484953485051503 10:4:32 1:2:0,25048495349484953525355533 20:39:36 11:24:17,25048495349484953514948493 16:58:50 11:22:17,24848484848515352655770693 16:31:46 11:16:17,25048495349484953504849483 2:56:25 11:21:17,25048495349484953485751573 3:29:15 11:21:17,25048495349484953525055503 3:32:49 11:22:17,New Recording Session,24848484848514954685467513 16:17:53 11:19:17,,,25048495349484953485651563 2:55:56 1:1:0,25048495349484952535154503 19:3:19 11:19:17,25048495349484953485651563 17:38:45 11:24:17
25048495349484953495350533 23:18:45 11:27:17,24848484848515352655770693 16:27:51 11:20:17,,24848484848514954685467513 17:5:16 11:24:17,25048495349484953535654563 5:0:1 11:28:17,25048495349484953495350533 1:12:32 11:26:17,,25048495349484953495650563 20:37:36 11:14:17,,24848484848514954685467513 9:13:37 11:23:17,25048495349484952525655573 0:50:46 11:30:17,,25048495349484952535154503 3:34:3 11:23:17,24848484848514954685467513 8:42:25 12:1:17,New Recording Session,,25048495349484953535454543 1:44:22 11:19:17,,25048495349484953485051503 10:16:46 1:2:0,25048495349484953525355533 20:41:24 11:24:17,25048495349484953514948493 16:58:50 11:22:17,24848484848515352655770693 16:31:48 11:16:17,25048495349484953504849483 2:56:26 11:21:17,25048495349484953485751573 3:29:18 11:21:17,25048495349484953485651563 3:51:35 11:22:17,24848484848514954685467513 15:57:28 11:29:17,24848484848514954685467513 16:17:54 11:19:17,,,25048495349484953485651563 2:55:57 1:1:0,25048495349484952535154503 19:3:19 11:19:17,25048495349484953544853483 17:46:4 11:24:17
